lat,lon,date,value
33.93939393939394,-117.60606060606061,2023-10-08,6.17
33.93939393939394,-117.60606060606061,2023-10-15,2.61
33.93939393939394,-117.60606060606061,2023-10-22,3.64
33.93939393939394,-117.60606060606061,2023-10-29,5.79
33.93939393939394,-117.60606060606061,2023-11-05,3.72
33.93939393939394,-117.60606060606061,2023-11-12,4.42
33.93939393939394,-117.60606060606061,2023-11-19,2.2
33.93939393939394,-117.60606060606061,2023-11-26,7.89
33.93939393939394,-117.60606060606061,2023-12-03,1.33
33.93939393939394,-117.60606060606061,2023-12-10,2.35
33.93939393939394,-117.60606060606061,2023-12-17,0.13
33.93939393939394,-117.60606060606061,2023-12-24,0.43
33.93939393939394,-117.60606060606061,2023-12-31,5.73
33.93939393939394,-117.07575757575758,2023-01-01,5.78
33.93939393939394,-117.07575757575758,2023-01-08,2.27
33.93939393939394,-117.07575757575758,2023-01-15,9.91
33.93939393939394,-117.07575757575758,2023-01-22,8.75
33.93939393939394,-117.07575757575758,2023-01-29,9.33
33.93939393939394,-117.07575757575758,2023-02-05,9.25
33.93939393939394,-117.07575757575758,2023-02-12,1.23
33.93939393939394,-117.07575757575758,2023-02-19,8.75
33.93939393939394,-117.07575757575758,2023-02-26,9.42
33.93939393939394,-117.07575757575758,2023-03-05,8.54
33.93939393939394,-117.07575757575758,2023-03-12,4.2
33.93939393939394,-117.07575757575758,2023-03-19,3.23
33.93939393939394,-117.07575757575758,2023-03-26,8.72
33.93939393939394,-117.07575757575758,2023-04-02,5.56
33.93939393939394,-117.07575757575758,2023-04-09,3.98
33.93939393939394,-117.07575757575758,2023-04-16,5.2
33.93939393939394,-117.07575757575758,2023-04-23,7.16
33.93939393939394,-117.07575757575758,2023-04-30,0.26
33.93939393939394,-117.07575757575758,2023-05-07,9.77
33.93939393939394,-117.07575757575758,2023-05-14,4.13
33.93939393939394,-117.07575757575758,2023-05-21,7.85
33.93939393939394,-117.07575757575758,2023-05-28,2.94
33.93939393939394,-117.07575757575758,2023-06-04,2.95
33.93939393939394,-117.07575757575758,2023-06-11,4.01
33.93939393939394,-117.07575757575758,2023-06-18,1.4
33.93939393939394,-117.07575757575758,2023-06-25,7.58
33.93939393939394,-117.07575757575758,2023-07-02,5.48
33.93939393939394,-117.07575757575758,2023-07-09,6.01
33.93939393939394,-117.07575757575758,2023-07-16,1.3
33.93939393939394,-117.07575757575758,2023-07-23,3.69
33.93939393939394,-117.07575757575758,2023-07-30,3.84
33.93939393939394,-117.07575757575758,2023-08-06,0.03
33.93939393939394,-117.07575757575758,2023-08-13,2.94
33.93939393939394,-117.07575757575758,2023-08-20,9.44
33.93939393939394,-117.07575757575758,2023-08-27,5.01
33.93939393939394,-117.07575757575758,2023-09-03,6.36
33.93939393939394,-117.07575757575758,2023-09-10,0.5
33.93939393939394,-117.07575757575758,2023-09-17,3.57
33.93939393939394,-117.07575757575758,2023-09-24,1.35
33.93939393939394,-117.07575757575758,2023-10-01,3.46
33.93939393939394,-117.07575757575758,2023-10-08,8.35
33.93939393939394,-117.07575757575758,2023-10-15,9.92
33.93939393939394,-117.07575757575758,2023-10-22,1.88
33.93939393939394,-117.07575757575758,2023-10-29,0.9
33.93939393939394,-117.07575757575758,2023-11-05,6.43
33.93939393939394,-117.07575757575758,2023-11-12,6.4
33.93939393939394,-117.07575757575758,2023-11-19,7.85
33.93939393939394,-117.07575757575758,2023-11-26,8.62
33.93939393939394,-117.07575757575758,2023-12-03,9.48
33.93939393939394,-117.07575757575758,2023-12-10,8.67
33.93939393939394,-117.07575757575758,2023-12-17,0.87
33.93939393939394,-117.07575757575758,2023-12-24,5.51
33.93939393939394,-117.07575757575758,2023-12-31,7.05
33.93939393939394,-116.54545454545455,2023-01-01,2.05
33.93939393939394,-116.54545454545455,2023-01-08,0.76
33.93939393939394,-116.54545454545455,2023-01-15,5.03
33.93939393939394,-116.54545454545455,2023-01-22,9.49
33.93939393939394,-116.54545454545455,2023-01-29,4.68
33.93939393939394,-116.54545454545455,2023-02-05,4.91
33.93939393939394,-116.54545454545455,2023-02-12,6.64
33.93939393939394,-116.54545454545455,2023-02-19,2.54
33.93939393939394,-116.54545454545455,2023-02-26,7.61
33.93939393939394,-116.54545454545455,2023-03-05,1.59
33.93939393939394,-116.54545454545455,2023-03-12,4.6
33.93939393939394,-116.54545454545455,2023-03-19,7.15
33.93939393939394,-116.54545454545455,2023-03-26,7.23
33.93939393939394,-116.54545454545455,2023-04-02,8.37
33.93939393939394,-116.54545454545455,2023-04-09,4.94
33.93939393939394,-116.54545454545455,2023-04-16,9.03
33.93939393939394,-116.54545454545455,2023-04-23,3.1
33.93939393939394,-116.54545454545455,2023-04-30,3.73
33.93939393939394,-116.54545454545455,2023-05-07,0.51
33.93939393939394,-116.54545454545455,2023-05-14,7.81
33.93939393939394,-116.54545454545455,2023-05-21,4.61
33.93939393939394,-116.54545454545455,2023-05-28,1.22
33.93939393939394,-116.54545454545455,2023-06-04,8.49
33.93939393939394,-116.54545454545455,2023-06-11,2.75
33.93939393939394,-116.54545454545455,2023-06-18,8.82
33.93939393939394,-116.54545454545455,2023-06-25,7.91
33.93939393939394,-116.54545454545455,2023-07-02,6.85
33.93939393939394,-116.54545454545455,2023-07-09,3.6
33.93939393939394,-116.54545454545455,2023-07-16,5.48
33.93939393939394,-116.54545454545455,2023-07-23,5.09
33.93939393939394,-116.54545454545455,2023-07-30,5.91
33.93939393939394,-116.54545454545455,2023-08-06,4.9
33.93939393939394,-116.54545454545455,2023-08-13,9.15
33.93939393939394,-116.54545454545455,2023-08-20,6.34
33.93939393939394,-116.54545454545455,2023-08-27,6.19
33.93939393939394,-116.54545454545455,2023-09-03,5.86
33.93939393939394,-116.54545454545455,2023-09-10,1.22
33.93939393939394,-116.54545454545455,2023-09-17,2.13
33.93939393939394,-116.54545454545455,2023-09-24,5.29
33.93939393939394,-116.54545454545455,2023-10-01,4.6
33.93939393939394,-116.54545454545455,2023-10-08,9.11
33.93939393939394,-116.54545454545455,2023-10-15,9.77
33.93939393939394,-116.54545454545455,2023-10-22,1.43
33.93939393939394,-116.54545454545455,2023-10-29,6.04
33.93939393939394,-116.54545454545455,2023-11-05,5.84
33.93939393939394,-116.54545454545455,2023-11-12,0.83
33.93939393939394,-116.54545454545455,2023-11-19,2.79
33.93939393939394,-116.54545454545455,2023-11-26,1.03
33.93939393939394,-116.54545454545455,2023-12-03,4.37
33.93939393939394,-116.54545454545455,2023-12-10,2.54
33.93939393939394,-116.54545454545455,2023-12-17,8.16
33.93939393939394,-116.54545454545455,2023-12-24,6.09
33.93939393939394,-116.54545454545455,2023-12-31,2.51
33.93939393939394,-116.01515151515152,2023-01-01,1.77
33.93939393939394,-116.01515151515152,2023-01-08,2.94
33.93939393939394,-116.01515151515152,2023-01-15,7.97
33.93939393939394,-116.01515151515152,2023-01-22,3.06
33.93939393939394,-116.01515151515152,2023-01-29,1.22
33.93939393939394,-116.01515151515152,2023-02-05,1.05
33.93939393939394,-116.01515151515152,2023-02-12,7.51
33.93939393939394,-116.01515151515152,2023-02-19,7.9
33.93939393939394,-116.01515151515152,2023-02-26,7.63
33.93939393939394,-116.01515151515152,2023-03-05,7.96
33.93939393939394,-116.01515151515152,2023-03-12,6.19
33.93939393939394,-116.01515151515152,2023-03-19,2.81
33.93939393939394,-116.01515151515152,2023-03-26,8.03
33.93939393939394,-116.01515151515152,2023-04-02,0.82
33.93939393939394,-116.01515151515152,2023-04-09,6.58
33.93939393939394,-116.01515151515152,2023-04-16,7.47
33.93939393939394,-116.01515151515152,2023-04-23,3.15
33.93939393939394,-116.01515151515152,2023-04-30,0.15
33.93939393939394,-116.01515151515152,2023-05-07,2.25
33.93939393939394,-116.01515151515152,2023-05-14,2.06
33.93939393939394,-116.01515151515152,2023-05-21,4.29
33.93939393939394,-116.01515151515152,2023-05-28,3.38
33.93939393939394,-116.01515151515152,2023-06-04,0.66
33.93939393939394,-116.01515151515152,2023-06-11,7.7
33.93939393939394,-116.01515151515152,2023-06-18,2.03
33.93939393939394,-116.01515151515152,2023-06-25,0.33
33.93939393939394,-116.01515151515152,2023-07-02,2.78
33.93939393939394,-116.01515151515152,2023-07-09,3.45
33.93939393939394,-116.01515151515152,2023-07-16,2.6
33.93939393939394,-116.01515151515152,2023-07-23,4.31
33.93939393939394,-116.01515151515152,2023-07-30,4.25
33.93939393939394,-116.01515151515152,2023-08-06,0.83
33.93939393939394,-116.01515151515152,2023-08-13,1.76
33.93939393939394,-116.01515151515152,2023-08-20,5.97
33.93939393939394,-116.01515151515152,2023-08-27,0.35
33.93939393939394,-116.01515151515152,2023-09-03,8.01
33.93939393939394,-116.01515151515152,2023-09-10,5.98
33.93939393939394,-116.01515151515152,2023-09-17,0.2
33.93939393939394,-116.01515151515152,2023-09-24,2.65
33.93939393939394,-116.01515151515152,2023-10-01,1.86
33.93939393939394,-116.01515151515152,2023-10-08,4.7
33.93939393939394,-116.01515151515152,2023-10-15,1.48
33.93939393939394,-116.01515151515152,2023-10-22,8.62
33.93939393939394,-116.01515151515152,2023-10-29,7.15
33.93939393939394,-116.01515151515152,2023-11-05,6.42
33.93939393939394,-116.01515151515152,2023-11-12,0.25
33.93939393939394,-116.01515151515152,2023-11-19,8.32
33.93939393939394,-116.01515151515152,2023-11-26,4.6
33.93939393939394,-116.01515151515152,2023-12-03,5.53
33.93939393939394,-116.01515151515152,2023-12-10,4.77
33.93939393939394,-116.01515151515152,2023-12-17,6.88
33.93939393939394,-116.01515151515152,2023-12-24,1.9
33.93939393939394,-116.01515151515152,2023-12-31,0.82
33.93939393939394,-115.48484848484848,2023-01-01,1.13
33.93939393939394,-115.48484848484848,2023-01-08,6.21
33.93939393939394,-115.48484848484848,2023-01-15,0.77
33.93939393939394,-115.48484848484848,2023-01-22,0.19
33.93939393939394,-115.48484848484848,2023-01-29,6.72
33.93939393939394,-115.48484848484848,2023-02-05,4.74
33.93939393939394,-115.48484848484848,2023-02-12,3.74
33.93939393939394,-115.48484848484848,2023-02-19,9.61
33.93939393939394,-115.48484848484848,2023-02-26,8.36
33.93939393939394,-115.48484848484848,2023-03-05,4.45
33.93939393939394,-115.48484848484848,2023-03-12,0.26
33.93939393939394,-115.48484848484848,2023-03-19,4.92
33.93939393939394,-115.48484848484848,2023-03-26,8.1
33.93939393939394,-115.48484848484848,2023-04-02,4.29
33.93939393939394,-115.48484848484848,2023-04-09,6.36
33.93939393939394,-115.48484848484848,2023-04-16,0.18
33.93939393939394,-115.48484848484848,2023-04-23,2.5
33.93939393939394,-115.48484848484848,2023-04-30,4.18
33.93939393939394,-115.48484848484848,2023-05-07,9.82
33.93939393939394,-115.48484848484848,2023-05-14,8.91
33.93939393939394,-115.48484848484848,2023-05-21,2.39
33.93939393939394,-115.48484848484848,2023-05-28,9.78
33.93939393939394,-115.48484848484848,2023-06-04,0.71
33.93939393939394,-115.48484848484848,2023-06-11,6.97
33.93939393939394,-115.48484848484848,2023-06-18,6.35
33.93939393939394,-115.48484848484848,2023-06-25,3.61
33.93939393939394,-115.48484848484848,2023-07-02,6.94
33.93939393939394,-115.48484848484848,2023-07-09,0.78
33.93939393939394,-115.48484848484848,2023-07-16,3.34
33.93939393939394,-115.48484848484848,2023-07-23,0.05
33.93939393939394,-115.48484848484848,2023-07-30,8.69
33.93939393939394,-115.48484848484848,2023-08-06,4.4
33.93939393939394,-115.48484848484848,2023-08-13,0.21
33.93939393939394,-115.48484848484848,2023-08-20,4.15
33.93939393939394,-115.48484848484848,2023-08-27,1.55
33.93939393939394,-115.48484848484848,2023-09-03,1.9
33.93939393939394,-115.48484848484848,2023-09-10,7.62
33.93939393939394,-115.48484848484848,2023-09-17,0.01
33.93939393939394,-115.48484848484848,2023-09-24,7.37
33.93939393939394,-115.48484848484848,2023-10-01,9.03
33.93939393939394,-115.48484848484848,2023-10-08,2.37
33.93939393939394,-115.48484848484848,2023-10-15,8.71
33.93939393939394,-115.48484848484848,2023-10-22,7.35
33.93939393939394,-115.48484848484848,2023-10-29,0.01
33.93939393939394,-115.48484848484848,2023-11-05,2.19
33.93939393939394,-115.48484848484848,2023-11-12,4.47
33.93939393939394,-115.48484848484848,2023-11-19,7.82
33.93939393939394,-115.48484848484848,2023-11-26,8.39
33.93939393939394,-115.48484848484848,2023-12-03,0.66
33.93939393939394,-115.48484848484848,2023-12-10,0.27
33.93939393939394,-115.48484848484848,2023-12-17,6.66
33.93939393939394,-115.48484848484848,2023-12-24,9.84
33.93939393939394,-115.48484848484848,2023-12-31,2.02
33.93939393939394,-114.95454545454545,2023-01-01,1.51
33.93939393939394,-114.95454545454545,2023-01-08,8.28
33.93939393939394,-114.95454545454545,2023-01-15,2.41
33.93939393939394,-114.95454545454545,2023-01-22,0.42
33.93939393939394,-114.95454545454545,2023-01-29,6.1
33.93939393939394,-114.95454545454545,2023-02-05,6.78
33.93939393939394,-114.95454545454545,2023-02-12,0.29
33.93939393939394,-114.95454545454545,2023-02-19,1.58
33.93939393939394,-114.95454545454545,2023-02-26,5.96
33.93939393939394,-114.95454545454545,2023-03-05,7.76
33.93939393939394,-114.95454545454545,2023-03-12,6.47
33.93939393939394,-114.95454545454545,2023-03-19,5.46
33.93939393939394,-114.95454545454545,2023-03-26,6.38
33.93939393939394,-114.95454545454545,2023-04-02,5.6
33.93939393939394,-114.95454545454545,2023-04-09,7.74
33.93939393939394,-114.95454545454545,2023-04-16,5.98
33.93939393939394,-114.95454545454545,2023-04-23,3.07
33.93939393939394,-114.95454545454545,2023-04-30,0.96
33.93939393939394,-114.95454545454545,2023-05-07,5.85
33.93939393939394,-114.95454545454545,2023-05-14,4.71
33.93939393939394,-114.95454545454545,2023-05-21,2.33
33.93939393939394,-114.95454545454545,2023-05-28,5.84
33.93939393939394,-114.95454545454545,2023-06-04,8.11
33.93939393939394,-114.95454545454545,2023-06-11,4.45
33.93939393939394,-114.95454545454545,2023-06-18,2.3
33.93939393939394,-114.95454545454545,2023-06-25,5.55
33.93939393939394,-114.95454545454545,2023-07-02,9.1
33.93939393939394,-114.95454545454545,2023-07-09,4.32
33.93939393939394,-114.95454545454545,2023-07-16,6.27
33.93939393939394,-114.95454545454545,2023-07-23,2.74
33.93939393939394,-114.95454545454545,2023-07-30,1.54
33.93939393939394,-114.95454545454545,2023-08-06,7.09
33.93939393939394,-114.95454545454545,2023-08-13,1.38
33.93939393939394,-114.95454545454545,2023-08-20,7.95
33.93939393939394,-114.95454545454545,2023-08-27,3.54
33.93939393939394,-114.95454545454545,2023-09-03,7.48
33.93939393939394,-114.95454545454545,2023-09-10,2.8
33.93939393939394,-114.95454545454545,2023-09-17,9.32
33.93939393939394,-114.95454545454545,2023-09-24,8.16
33.93939393939394,-114.95454545454545,2023-10-01,5.74
33.93939393939394,-114.95454545454545,2023-10-08,3.87
33.93939393939394,-114.95454545454545,2023-10-15,4.69
33.93939393939394,-114.95454545454545,2023-10-22,9.01
33.93939393939394,-114.95454545454545,2023-10-29,5.32
33.93939393939394,-114.95454545454545,2023-11-05,2.23
33.93939393939394,-114.95454545454545,2023-11-12,8.6
33.93939393939394,-114.95454545454545,2023-11-19,2.7
33.93939393939394,-114.95454545454545,2023-11-26,5.14
33.93939393939394,-114.95454545454545,2023-12-03,6.06
33.93939393939394,-114.95454545454545,2023-12-10,6.3
33.93939393939394,-114.95454545454545,2023-12-17,3.34
33.93939393939394,-114.95454545454545,2023-12-24,8.66
33.93939393939394,-114.95454545454545,2023-12-31,8.14
33.93939393939394,-114.42424242424242,2023-01-01,8.63
33.93939393939394,-114.42424242424242,2023-01-08,7.88
33.93939393939394,-114.42424242424242,2023-01-15,7.4
33.93939393939394,-114.42424242424242,2023-01-22,7.59
33.93939393939394,-114.42424242424242,2023-01-29,2.39
33.93939393939394,-114.42424242424242,2023-02-05,6.61
33.93939393939394,-114.42424242424242,2023-02-12,7.79
33.93939393939394,-114.42424242424242,2023-02-19,7.61
33.93939393939394,-114.42424242424242,2023-02-26,7.74
33.93939393939394,-114.42424242424242,2023-03-05,0.33
33.93939393939394,-114.42424242424242,2023-03-12,6.06
33.93939393939394,-114.42424242424242,2023-03-19,9.6
33.93939393939394,-114.42424242424242,2023-03-26,8.26
33.93939393939394,-114.42424242424242,2023-04-02,5.08
33.93939393939394,-114.42424242424242,2023-04-09,7.32
33.93939393939394,-114.42424242424242,2023-04-16,7.61
33.93939393939394,-114.42424242424242,2023-04-23,6.56
33.93939393939394,-114.42424242424242,2023-04-30,5.29
33.93939393939394,-114.42424242424242,2023-05-07,8.26
33.93939393939394,-114.42424242424242,2023-05-14,5.73
33.93939393939394,-114.42424242424242,2023-05-21,3.25
33.93939393939394,-114.42424242424242,2023-05-28,5.11
33.93939393939394,-114.42424242424242,2023-06-04,4.01
33.93939393939394,-114.42424242424242,2023-06-11,6.52
33.93939393939394,-114.42424242424242,2023-06-18,6.71
33.93939393939394,-114.42424242424242,2023-06-25,3.38
33.93939393939394,-114.42424242424242,2023-07-02,3.15
33.93939393939394,-114.42424242424242,2023-07-09,8.62
33.93939393939394,-114.42424242424242,2023-07-16,8.24
33.93939393939394,-114.42424242424242,2023-07-23,1.3
33.93939393939394,-114.42424242424242,2023-07-30,8.15
33.93939393939394,-114.42424242424242,2023-08-06,9.68
33.93939393939394,-114.42424242424242,2023-08-13,7.13
33.93939393939394,-114.42424242424242,2023-08-20,5.56
33.93939393939394,-114.42424242424242,2023-08-27,0.09
33.93939393939394,-114.42424242424242,2023-09-03,6.83
33.93939393939394,-114.42424242424242,2023-09-10,8.21
33.93939393939394,-114.42424242424242,2023-09-17,1.45
33.93939393939394,-114.42424242424242,2023-09-24,5.99
33.93939393939394,-114.42424242424242,2023-10-01,6.01
33.93939393939394,-114.42424242424242,2023-10-08,1.33
33.93939393939394,-114.42424242424242,2023-10-15,1.92
33.93939393939394,-114.42424242424242,2023-10-22,0.2
33.93939393939394,-114.42424242424242,2023-10-29,5.85
33.93939393939394,-114.42424242424242,2023-11-05,5.54
33.93939393939394,-114.42424242424242,2023-11-12,7.91
33.93939393939394,-114.42424242424242,2023-11-19,2.69
33.93939393939394,-114.42424242424242,2023-11-26,9.23
33.93939393939394,-114.42424242424242,2023-12-03,6.63
33.93939393939394,-114.42424242424242,2023-12-10,9.46
33.93939393939394,-114.42424242424242,2023-12-17,6.06
33.93939393939394,-114.42424242424242,2023-12-24,7.43
33.93939393939394,-114.42424242424242,2023-12-31,1.88
34.41919191919192,-124.5,2023-01-01,9.35
34.41919191919192,-124.5,2023-01-08,3.18
34.41919191919192,-124.5,2023-01-15,7.23
34.41919191919192,-124.5,2023-01-22,8.92
34.41919191919192,-124.5,2023-01-29,4.32
34.41919191919192,-124.5,2023-02-05,9.15
34.41919191919192,-124.5,2023-02-12,8.16
34.41919191919192,-124.5,2023-02-19,5.97
34.41919191919192,-124.5,2023-02-26,4.62
34.41919191919192,-124.5,2023-03-05,2.2
34.41919191919192,-124.5,2023-03-12,4.65
34.41919191919192,-124.5,2023-03-19,0.03
34.41919191919192,-124.5,2023-03-26,4.09
34.41919191919192,-124.5,2023-04-02,0.59
34.41919191919192,-124.5,2023-04-09,8.68
34.41919191919192,-124.5,2023-04-16,6.81
34.41919191919192,-124.5,2023-04-23,6.31
34.41919191919192,-124.5,2023-04-30,4.12
34.41919191919192,-124.5,2023-05-07,6.42
34.41919191919192,-124.5,2023-05-14,4.67
34.41919191919192,-124.5,2023-05-21,8.57
34.41919191919192,-124.5,2023-05-28,3.98
34.41919191919192,-124.5,2023-06-04,5.22
34.41919191919192,-124.5,2023-06-11,0.61
34.41919191919192,-124.5,2023-06-18,1.13
34.41919191919192,-124.5,2023-06-25,7.21
34.41919191919192,-124.5,2023-07-02,0.03
34.41919191919192,-124.5,2023-07-09,5.52
34.41919191919192,-124.5,2023-07-16,1.6
34.41919191919192,-124.5,2023-07-23,7.56
34.41919191919192,-124.5,2023-07-30,9.89
34.41919191919192,-124.5,2023-08-06,9.9
34.41919191919192,-124.5,2023-08-13,1.78
34.41919191919192,-124.5,2023-08-20,7.18
34.41919191919192,-124.5,2023-08-27,7.91
34.41919191919192,-124.5,2023-09-03,9.54
34.41919191919192,-124.5,2023-09-10,2.45
34.41919191919192,-124.5,2023-09-17,4.0
34.41919191919192,-124.5,2023-09-24,0.31
34.41919191919192,-124.5,2023-10-01,7.09
34.41919191919192,-124.5,2023-10-08,8.66
34.41919191919192,-124.5,2023-10-15,5.01
34.41919191919192,-124.5,2023-10-22,6.47
34.41919191919192,-124.5,2023-10-29,9.68
34.41919191919192,-124.5,2023-11-05,8.25
34.41919191919192,-124.5,2023-11-12,3.82
34.41919191919192,-124.5,2023-11-19,1.88
34.41919191919192,-124.5,2023-11-26,2.25
34.41919191919192,-124.5,2023-12-03,5.05
34.41919191919192,-124.5,2023-12-10,1.86
34.41919191919192,-124.5,2023-12-17,6.28
34.41919191919192,-124.5,2023-12-24,9.47
34.41919191919192,-124.5,2023-12-31,2.25
34.41919191919192,-123.96969696969697,2023-01-01,7.06
34.41919191919192,-123.96969696969697,2023-01-08,3.32
34.41919191919192,-123.96969696969697,2023-01-15,6.9
34.41919191919192,-123.96969696969697,2023-01-22,1.58
34.41919191919192,-123.96969696969697,2023-01-29,3.4
34.41919191919192,-123.96969696969697,2023-02-05,9.6
34.41919191919192,-123.96969696969697,2023-02-12,0.49
34.41919191919192,-123.96969696969697,2023-02-19,1.41
34.41919191919192,-123.96969696969697,2023-02-26,8.46
34.41919191919192,-123.96969696969697,2023-03-05,9.43
34.41919191919192,-123.96969696969697,2023-03-12,1.32
34.41919191919192,-123.96969696969697,2023-03-19,7.09
34.41919191919192,-123.96969696969697,2023-03-26,0.31
34.41919191919192,-123.96969696969697,2023-04-02,7.52
34.41919191919192,-123.96969696969697,2023-04-09,2.42
34.41919191919192,-123.96969696969697,2023-04-16,8.59
34.41919191919192,-123.96969696969697,2023-04-23,8.94
34.41919191919192,-123.96969696969697,2023-04-30,0.34
34.41919191919192,-123.96969696969697,2023-05-07,6.63
34.41919191919192,-123.96969696969697,2023-05-14,2.55
34.41919191919192,-123.96969696969697,2023-05-21,5.21
34.41919191919192,-123.96969696969697,2023-05-28,8.52
34.41919191919192,-123.96969696969697,2023-06-04,2.86
34.41919191919192,-123.96969696969697,2023-06-11,5.48
34.41919191919192,-123.96969696969697,2023-06-18,6.17
34.41919191919192,-123.96969696969697,2023-06-25,3.99
34.41919191919192,-123.96969696969697,2023-07-02,3.56
34.41919191919192,-123.96969696969697,2023-07-09,1.48
34.41919191919192,-123.96969696969697,2023-07-16,9.27
34.41919191919192,-123.96969696969697,2023-07-23,4.06
34.41919191919192,-123.96969696969697,2023-07-30,7.36
34.41919191919192,-123.96969696969697,2023-08-06,8.31
34.41919191919192,-123.96969696969697,2023-08-13,4.28
34.41919191919192,-123.96969696969697,2023-08-20,0.66
34.41919191919192,-123.96969696969697,2023-08-27,8.98
34.41919191919192,-123.96969696969697,2023-09-03,7.46
34.41919191919192,-123.96969696969697,2023-09-10,7.8
34.41919191919192,-123.96969696969697,2023-09-17,2.79
34.41919191919192,-123.96969696969697,2023-09-24,4.83
34.41919191919192,-123.96969696969697,2023-10-01,5.01
34.41919191919192,-123.96969696969697,2023-10-08,8.75
34.41919191919192,-123.96969696969697,2023-10-15,7.95
34.41919191919192,-123.96969696969697,2023-10-22,1.41
34.41919191919192,-123.96969696969697,2023-10-29,9.9
34.41919191919192,-123.96969696969697,2023-11-05,4.93
34.41919191919192,-123.96969696969697,2023-11-12,1.58
34.41919191919192,-123.96969696969697,2023-11-19,3.62
34.41919191919192,-123.96969696969697,2023-11-26,8.74
34.41919191919192,-123.96969696969697,2023-12-03,9.55
34.41919191919192,-123.96969696969697,2023-12-10,5.66
34.41919191919192,-123.96969696969697,2023-12-17,8.4
34.41919191919192,-123.96969696969697,2023-12-24,7.72
34.41919191919192,-123.96969696969697,2023-12-31,9.73
34.41919191919192,-123.43939393939394,2023-01-01,1.79
34.41919191919192,-123.43939393939394,2023-01-08,6.83
34.41919191919192,-123.43939393939394,2023-01-15,5.45
34.41919191919192,-123.43939393939394,2023-01-22,6.6
34.41919191919192,-123.43939393939394,2023-01-29,6.05
34.41919191919192,-123.43939393939394,2023-02-05,9.77
34.41919191919192,-123.43939393939394,2023-02-12,2.96
34.41919191919192,-123.43939393939394,2023-02-19,7.53
34.41919191919192,-123.43939393939394,2023-02-26,7.83
34.41919191919192,-123.43939393939394,2023-03-05,4.79
34.41919191919192,-123.43939393939394,2023-03-12,1.24
34.41919191919192,-123.43939393939394,2023-03-19,9.94
34.41919191919192,-123.43939393939394,2023-03-26,4.37
34.41919191919192,-123.43939393939394,2023-04-02,5.87
34.41919191919192,-123.43939393939394,2023-04-09,7.24
34.41919191919192,-123.43939393939394,2023-04-16,9.87
34.41919191919192,-123.43939393939394,2023-04-23,3.4
34.41919191919192,-123.43939393939394,2023-04-30,1.45
34.41919191919192,-123.43939393939394,2023-05-07,7.12
34.41919191919192,-123.43939393939394,2023-05-14,2.77
34.41919191919192,-123.43939393939394,2023-05-21,4.98
34.41919191919192,-123.43939393939394,2023-05-28,0.81
34.41919191919192,-123.43939393939394,2023-06-04,9.36
34.41919191919192,-123.43939393939394,2023-06-11,8.95
34.41919191919192,-123.43939393939394,2023-06-18,5.55
34.41919191919192,-123.43939393939394,2023-06-25,2.77
34.41919191919192,-123.43939393939394,2023-07-02,7.9
34.41919191919192,-123.43939393939394,2023-07-09,5.34
34.41919191919192,-123.43939393939394,2023-07-16,1.31
34.41919191919192,-123.43939393939394,2023-07-23,0.73
34.41919191919192,-123.43939393939394,2023-07-30,5.38
34.41919191919192,-123.43939393939394,2023-08-06,3.83
34.41919191919192,-123.43939393939394,2023-08-13,5.06
34.41919191919192,-123.43939393939394,2023-08-20,4.75
34.41919191919192,-123.43939393939394,2023-08-27,7.13
34.41919191919192,-123.43939393939394,2023-09-03,0.59
34.41919191919192,-123.43939393939394,2023-09-10,7.67
34.41919191919192,-123.43939393939394,2023-09-17,0.48
34.41919191919192,-123.43939393939394,2023-09-24,9.26
34.41919191919192,-123.43939393939394,2023-10-01,0.84
34.41919191919192,-123.43939393939394,2023-10-08,8.57
34.41919191919192,-123.43939393939394,2023-10-15,4.14
34.41919191919192,-123.43939393939394,2023-10-22,3.52
34.41919191919192,-123.43939393939394,2023-10-29,7.6
34.41919191919192,-123.43939393939394,2023-11-05,5.74
34.41919191919192,-123.43939393939394,2023-11-12,4.3
34.41919191919192,-123.43939393939394,2023-11-19,4.67
34.41919191919192,-123.43939393939394,2023-11-26,2.37
34.41919191919192,-123.43939393939394,2023-12-03,7.21
34.41919191919192,-123.43939393939394,2023-12-10,2.68
34.41919191919192,-123.43939393939394,2023-12-17,6.6
34.41919191919192,-123.43939393939394,2023-12-24,0.29
34.41919191919192,-123.43939393939394,2023-12-31,0.74
34.41919191919192,-122.9090909090909,2023-01-01,3.91
34.41919191919192,-122.9090909090909,2023-01-08,5.72
34.41919191919192,-122.9090909090909,2023-01-15,1.61
34.41919191919192,-122.9090909090909,2023-01-22,5.17
34.41919191919192,-122.9090909090909,2023-01-29,3.74
34.41919191919192,-122.9090909090909,2023-02-05,5.57
34.41919191919192,-122.9090909090909,2023-02-12,3.46
34.41919191919192,-122.9090909090909,2023-02-19,8.0
34.41919191919192,-122.9090909090909,2023-02-26,4.86
34.41919191919192,-122.9090909090909,2023-03-05,8.72
34.41919191919192,-122.9090909090909,2023-03-12,4.07
34.41919191919192,-122.9090909090909,2023-03-19,2.99
34.41919191919192,-122.9090909090909,2023-03-26,7.9
34.41919191919192,-122.9090909090909,2023-04-02,8.17
34.41919191919192,-122.9090909090909,2023-04-09,9.83
34.41919191919192,-122.9090909090909,2023-04-16,9.62
34.41919191919192,-122.9090909090909,2023-04-23,1.62
