lat,lon,ndvi
34.898989898989896,-123.75757575757575,0.265
34.898989898989896,-123.65151515151516,0.238
34.898989898989896,-123.54545454545455,0.79
34.898989898989896,-123.43939393939394,0.84
34.898989898989896,-123.33333333333333,0.561
34.898989898989896,-123.22727272727273,0.139
34.898989898989896,-123.12121212121212,0.293
34.898989898989896,-123.01515151515152,0.497
34.898989898989896,-122.9090909090909,0.197
34.898989898989896,-122.8030303030303,0.386
34.898989898989896,-122.6969696969697,0.194
34.898989898989896,-122.5909090909091,0.115
34.898989898989896,-122.48484848484848,0.239
34.898989898989896,-122.37878787878788,0.244
34.898989898989896,-122.27272727272727,0.649
34.898989898989896,-122.16666666666667,0.246
34.898989898989896,-122.06060606060606,0.183
34.898989898989896,-121.95454545454545,0.529
34.898989898989896,-121.84848484848484,0.379
34.898989898989896,-121.74242424242425,0.23
34.898989898989896,-121.63636363636364,0.819
34.898989898989896,-121.53030303030303,0.228
34.898989898989896,-121.42424242424242,0.294
34.898989898989896,-121.31818181818181,0.815
34.898989898989896,-121.21212121212122,0.361
34.898989898989896,-121.10606060606061,0.476
34.898989898989896,-121.0,0.22
34.898989898989896,-120.89393939393939,0.796
34.898989898989896,-120.78787878787878,0.384
34.898989898989896,-120.68181818181819,0.184
34.898989898989896,-120.57575757575758,0.898
34.898989898989896,-120.46969696969697,0.372
34.898989898989896,-120.36363636363636,0.459
34.898989898989896,-120.25757575757575,0.188
34.898989898989896,-120.15151515151516,0.11
34.898989898989896,-120.04545454545455,0.891
34.898989898989896,-119.93939393939394,0.875
34.898989898989896,-119.83333333333333,0.465
34.898989898989896,-119.72727272727273,0.125
34.898989898989896,-119.62121212121212,0.423
34.898989898989896,-119.51515151515152,0.743
34.898989898989896,-119.4090909090909,0.166
34.898989898989896,-119.3030303030303,0.391
34.898989898989896,-119.1969696969697,0.788
34.898989898989896,-119.0909090909091,0.203
34.898989898989896,-118.98484848484848,0.841
34.898989898989896,-118.87878787878788,0.832
34.898989898989896,-118.77272727272727,0.3
34.898989898989896,-118.66666666666667,0.864
34.898989898989896,-118.56060606060606,0.39
34.898989898989896,-118.45454545454545,0.517
34.898989898989896,-118.34848484848484,0.204
34.898989898989896,-118.24242424242425,0.422
34.898989898989896,-118.13636363636364,0.225
34.898989898989896,-118.03030303030303,0.663
34.898989898989896,-117.92424242424242,0.747
34.898989898989896,-117.81818181818181,0.372
34.898989898989896,-117.71212121212122,0.626
34.898989898989896,-117.60606060606061,0.359
34.898989898989896,-117.5,0.575
34.898989898989896,-117.39393939393939,0.88
34.898989898989896,-117.28787878787878,0.238
34.898989898989896,-117.18181818181819,0.716
34.898989898989896,-117.07575757575758,0.122
34.898989898989896,-116.96969696969697,0.293
34.898989898989896,-116.86363636363636,0.151
34.898989898989896,-116.75757575757575,0.54
34.898989898989896,-116.65151515151516,0.817
34.898989898989896,-116.54545454545455,0.414
34.898989898989896,-116.43939393939394,0.23
34.898989898989896,-116.33333333333333,0.693
34.898989898989896,-116.22727272727272,0.357
34.898989898989896,-116.12121212121212,0.645
34.898989898989896,-116.01515151515152,0.237
34.898989898989896,-115.9090909090909,0.104
34.898989898989896,-115.8030303030303,0.221
34.898989898989896,-115.6969696969697,0.419
34.898989898989896,-115.5909090909091,0.844
34.898989898989896,-115.48484848484848,0.824
34.898989898989896,-115.37878787878788,0.869
34.898989898989896,-115.27272727272727,0.526
34.898989898989896,-115.16666666666667,0.52
34.898989898989896,-115.06060606060606,0.652
34.898989898989896,-114.95454545454545,0.583
34.898989898989896,-114.84848484848484,0.694
34.898989898989896,-114.74242424242425,0.188
34.898989898989896,-114.63636363636364,0.682
34.898989898989896,-114.53030303030303,0.793
34.898989898989896,-114.42424242424242,0.535
34.898989898989896,-114.31818181818181,0.513
34.898989898989896,-114.21212121212122,0.614
34.898989898989896,-114.10606060606061,0.662
34.898989898989896,-114.0,0.802
34.994949494949495,-124.5,0.63
34.994949494949495,-124.39393939393939,0.512
34.994949494949495,-124.28787878787878,0.894
34.994949494949495,-124.18181818181819,0.894
34.994949494949495,-124.07575757575758,0.888
34.994949494949495,-123.96969696969697,0.637
34.994949494949495,-123.86363636363636,0.198
34.994949494949495,-123.75757575757575,0.2
34.994949494949495,-123.65151515151516,0.114
34.994949494949495,-123.54545454545455,0.165
34.994949494949495,-123.43939393939394,0.636
34.994949494949495,-123.33333333333333,0.146
34.994949494949495,-123.22727272727273,0.239
34.994949494949495,-123.12121212121212,0.279
34.994949494949495,-123.01515151515152,0.345
34.994949494949495,-122.9090909090909,0.206
34.994949494949495,-122.8030303030303,0.778
34.994949494949495,-122.6969696969697,0.372
34.994949494949495,-122.5909090909091,0.566
34.994949494949495,-122.48484848484848,0.855
34.994949494949495,-122.37878787878788,0.603
34.994949494949495,-122.27272727272727,0.632
34.994949494949495,-122.16666666666667,0.402
34.994949494949495,-122.06060606060606,0.77
34.994949494949495,-121.95454545454545,0.655
34.994949494949495,-121.84848484848484,0.288
34.994949494949495,-121.74242424242425,0.328
34.994949494949495,-121.63636363636364,0.5
34.994949494949495,-121.53030303030303,0.338
34.994949494949495,-121.42424242424242,0.62
34.994949494949495,-121.31818181818181,0.292
34.994949494949495,-121.21212121212122,0.695
34.994949494949495,-121.10606060606061,0.67
34.994949494949495,-121.0,0.295
34.994949494949495,-120.89393939393939,0.365
34.994949494949495,-120.78787878787878,0.72
34.994949494949495,-120.68181818181819,0.69
34.994949494949495,-120.57575757575758,0.884
34.994949494949495,-120.46969696969697,0.617
34.994949494949495,-120.36363636363636,0.224
34.994949494949495,-120.25757575757575,0.863
34.994949494949495,-120.15151515151516,0.483
34.994949494949495,-120.04545454545455,0.44
34.994949494949495,-119.93939393939394,0.421
34.994949494949495,-119.83333333333333,0.885
34.994949494949495,-119.72727272727273,0.812
34.994949494949495,-119.62121212121212,0.812
34.994949494949495,-119.51515151515152,0.805
34.994949494949495,-119.4090909090909,0.421
34.994949494949495,-119.3030303030303,0.349
34.994949494949495,-119.1969696969697,0.142
34.994949494949495,-119.0909090909091,0.321
34.994949494949495,-118.98484848484848,0.255
34.994949494949495,-118.87878787878788,0.407
34.994949494949495,-118.77272727272727,0.64
34.994949494949495,-118.66666666666667,0.25
34.994949494949495,-118.56060606060606,0.413
34.994949494949495,-118.45454545454545,0.112
34.994949494949495,-118.34848484848484,0.311
34.994949494949495,-118.24242424242425,0.501
34.994949494949495,-118.13636363636364,0.366
34.994949494949495,-118.03030303030303,0.263
34.994949494949495,-117.92424242424242,0.439
34.994949494949495,-117.81818181818181,0.374
34.994949494949495,-117.71212121212122,0.112
34.994949494949495,-117.60606060606061,0.485
34.994949494949495,-117.5,0.572
34.994949494949495,-117.39393939393939,0.51
34.994949494949495,-117.28787878787878,0.294
34.994949494949495,-117.18181818181819,0.572
34.994949494949495,-117.07575757575758,0.297
34.994949494949495,-116.96969696969697,0.39
34.994949494949495,-116.86363636363636,0.566
34.994949494949495,-116.75757575757575,0.605
34.994949494949495,-116.65151515151516,0.246
34.994949494949495,-116.54545454545455,0.245
34.994949494949495,-116.43939393939394,0.572
34.994949494949495,-116.33333333333333,0.148
34.994949494949495,-116.22727272727272,0.184
34.994949494949495,-116.12121212121212,0.678
34.994949494949495,-116.01515151515152,0.692
34.994949494949495,-115.9090909090909,0.725
34.994949494949495,-115.8030303030303,0.153
34.994949494949495,-115.6969696969697,0.125
34.994949494949495,-115.5909090909091,0.422
34.994949494949495,-115.48484848484848,0.335
34.994949494949495,-115.37878787878788,0.899
34.994949494949495,-115.27272727272727,0.222
34.994949494949495,-115.16666666666667,0.688
34.994949494949495,-115.06060606060606,0.217
34.994949494949495,-114.95454545454545,0.565
34.994949494949495,-114.84848484848484,0.89
34.994949494949495,-114.74242424242425,0.162
34.994949494949495,-114.63636363636364,0.344
34.994949494949495,-114.53030303030303,0.59
34.994949494949495,-114.42424242424242,0.169
34.994949494949495,-114.31818181818181,0.295
34.994949494949495,-114.21212121212122,0.897
34.994949494949495,-114.10606060606061,0.519
34.994949494949495,-114.0,0.386
35.09090909090909,-124.5,0.664
35.09090909090909,-124.39393939393939,0.639
35.09090909090909,-124.28787878787878,0.164
35.09090909090909,-124.18181818181819,0.204
35.09090909090909,-124.07575757575758,0.889
35.09090909090909,-123.96969696969697,0.363
35.09090909090909,-123.86363636363636,0.727
35.09090909090909,-123.75757575757575,0.89
35.09090909090909,-123.65151515151516,0.753
35.09090909090909,-123.54545454545455,0.152
35.09090909090909,-123.43939393939394,0.106
35.09090909090909,-123.33333333333333,0.22
35.09090909090909,-123.22727272727273,0.685
35.09090909090909,-123.12121212121212,0.354
35.09090909090909,-123.01515151515152,0.794
35.09090909090909,-122.9090909090909,0.27
35.09090909090909,-122.8030303030303,0.227
35.09090909090909,-122.6969696969697,0.426
35.09090909090909,-122.5909090909091,0.231
35.09090909090909,-122.48484848484848,0.1
35.09090909090909,-122.37878787878788,0.128
35.09090909090909,-122.27272727272727,0.495
35.09090909090909,-122.16666666666667,0.269
35.09090909090909,-122.06060606060606,0.726
35.09090909090909,-121.95454545454545,0.127
35.09090909090909,-121.84848484848484,0.535
35.09090909090909,-121.74242424242425,0.194
35.09090909090909,-121.63636363636364,0.251
35.09090909090909,-121.53030303030303,0.294
35.09090909090909,-121.42424242424242,0.639
35.09090909090909,-121.31818181818181,0.465
35.09090909090909,-121.21212121212122,0.359
35.09090909090909,-121.10606060606061,0.423
35.09090909090909,-121.0,0.292
35.09090909090909,-120.89393939393939,0.234
35.09090909090909,-120.78787878787878,0.623
35.09090909090909,-120.68181818181819,0.609
35.09090909090909,-120.57575757575758,0.339
35.09090909090909,-120.46969696969697,0.777
35.09090909090909,-120.36363636363636,0.582
35.09090909090909,-120.25757575757575,0.863
35.09090909090909,-120.15151515151516,0.409
35.09090909090909,-120.04545454545455,0.412
35.09090909090909,-119.93939393939394,0.899
35.09090909090909,-119.83333333333333,0.869
35.09090909090909,-119.72727272727273,0.256
35.09090909090909,-119.62121212121212,0.365
35.09090909090909,-119.51515151515152,0.863
35.09090909090909,-119.4090909090909,0.448
35.09090909090909,-119.3030303030303,0.581
35.09090909090909,-119.1969696969697,0.211
35.09090909090909,-119.0909090909091,0.217
35.09090909090909,-118.98484848484848,0.712
35.09090909090909,-118.87878787878788,0.65
35.09090909090909,-118.77272727272727,0.505
35.09090909090909,-118.66666666666667,0.751
35.09090909090909,-118.56060606060606,0.667
35.09090909090909,-118.45454545454545,0.115
35.09090909090909,-118.34848484848484,0.858
35.09090909090909,-118.24242424242425,0.867
35.09090909090909,-118.13636363636364,0.104
35.09090909090909,-118.03030303030303,0.568
35.09090909090909,-117.92424242424242,0.325
35.09090909090909,-117.81818181818181,0.204
35.09090909090909,-117.71212121212122,0.445
35.09090909090909,-117.60606060606061,0.306
35.09090909090909,-117.5,0.705
35.09090909090909,-117.39393939393939,0.875
35.09090909090909,-117.28787878787878,0.588
35.09090909090909,-117.18181818181819,0.533
35.09090909090909,-117.07575757575758,0.891
35.09090909090909,-116.96969696969697,0.656
35.09090909090909,-116.86363636363636,0.341
35.09090909090909,-116.75757575757575,0.368
35.09090909090909,-116.65151515151516,0.196
35.09090909090909,-116.54545454545455,0.808
35.09090909090909,-116.43939393939394,0.79
35.09090909090909,-116.33333333333333,0.425
35.09090909090909,-116.22727272727272,0.162
35.09090909090909,-116.12121212121212,0.775
35.09090909090909,-116.01515151515152,0.391
35.09090909090909,-115.9090909090909,0.15
35.09090909090909,-115.8030303030303,0.563
35.09090909090909,-115.6969696969697,0.519
35.09090909090909,-115.5909090909091,0.373
35.09090909090909,-115.48484848484848,0.379
35.09090909090909,-115.37878787878788,0.796
35.09090909090909,-115.27272727272727,0.483
35.09090909090909,-115.16666666666667,0.63
35.09090909090909,-115.06060606060606,0.453
35.09090909090909,-114.95454545454545,0.539
35.09090909090909,-114.84848484848484,0.245
35.09090909090909,-114.74242424242425,0.859
35.09090909090909,-114.63636363636364,0.515
35.09090909090909,-114.53030303030303,0.445
35.09090909090909,-114.42424242424242,0.549
35.09090909090909,-114.31818181818181,0.386
35.09090909090909,-114.21212121212122,0.688
35.09090909090909,-114.10606060606061,0.428
35.09090909090909,-114.0,0.538
35.186868686868685,-124.5,0.245
35.186868686868685,-124.39393939393939,0.622
35.186868686868685,-124.28787878787878,0.788
35.186868686868685,-124.18181818181819,0.554
35.186868686868685,-124.07575757575758,0.771
35.186868686868685,-123.96969696969697,0.319
35.186868686868685,-123.86363636363636,0.826
35.186868686868685,-123.75757575757575,0.281
35.186868686868685,-123.65151515151516,0.361
35.186868686868685,-123.54545454545455,0.41
35.186868686868685,-123.43939393939394,0.591
35.186868686868685,-123.33333333333333,0.861
35.186868686868685,-123.22727272727273,0.776
35.186868686868685,-123.12121212121212,0.808
35.186868686868685,-123.01515151515152,0.701
35.186868686868685,-122.9090909090909,0.383
35.186868686868685,-122.8030303030303,0.629
35.186868686868685,-122.6969696969697,0.591
35.186868686868685,-122.5909090909091,0.868
35.186868686868685,-122.48484848484848,0.654
35.186868686868685,-122.37878787878788,0.567
35.186868686868685,-122.27272727272727,0.199
35.186868686868685,-122.16666666666667,0.122
35.186868686868685,-122.06060606060606,0.866
35.186868686868685,-121.95454545454545,0.197
35.186868686868685,-121.84848484848484,0.602
35.186868686868685,-121.74242424242425,0.805
35.186868686868685,-121.63636363636364,0.383
35.186868686868685,-121.53030303030303,0.653
35.186868686868685,-121.42424242424242,0.438
35.186868686868685,-121.31818181818181,0.492
35.186868686868685,-121.21212121212122,0.268
35.186868686868685,-121.10606060606061,0.896
35.186868686868685,-121.0,0.86
35.186868686868685,-120.89393939393939,0.643
35.186868686868685,-120.78787878787878,0.229
35.186868686868685,-120.68181818181819,0.486
35.186868686868685,-120.57575757575758,0.567
35.186868686868685,-120.46969696969697,0.733
35.186868686868685,-120.36363636363636,0.52
35.186868686868685,-120.25757575757575,0.258
35.186868686868685,-120.15151515151516,0.344
35.186868686868685,-120.04545454545455,0.222
35.186868686868685,-119.93939393939394,0.712
35.186868686868685,-119.83333333333333,0.374
35.186868686868685,-119.72727272727273,0.458
35.186868686868685,-119.62121212121212,0.863
35.186868686868685,-119.51515151515152,0.303
35.186868686868685,-119.4090909090909,0.5
35.186868686868685,-119.3030303030303,0.642
35.186868686868685,-119.1969696969697,0.522
35.186868686868685,-119.0909090909091,0.614
35.186868686868685,-118.98484848484848,0.888
35.186868686868685,-118.87878787878788,0.185
35.186868686868685,-118.77272727272727,0.34
35.186868686868685,-118.66666666666667,0.527
35.186868686868685,-118.56060606060606,0.404
35.186868686868685,-118.45454545454545,0.495
35.186868686868685,-118.34848484848484,0.741
35.186868686868685,-118.24242424242425,0.552
35.186868686868685,-118.13636363636364,0.222
35.186868686868685,-118.03030303030303,0.105
35.186868686868685,-117.92424242424242,0.852
35.186868686868685,-117.81818181818181,0.772
35.186868686868685,-117.71212121212122,0.602
35.186868686868685,-117.60606060606061,0.424
35.186868686868685,-117.5,0.143
35.186868686868685,-117.39393939393939,0.618
35.186868686868685,-117.28787878787878,0.45
35.186868686868685,-117.18181818181819,0.474
35.186868686868685,-117.07575757575758,0.843
35.186868686868685,-116.96969696969697,0.862
35.186868686868685,-116.86363636363636,0.632
35.186868686868685,-116.75757575757575,0.154
35.186868686868685,-116.65151515151516,0.723
35.186868686868685,-116.54545454545455,0.518
35.186868686868685,-116.43939393939394,0.435
35.186868686868685,-116.33333333333333,0.853
35.186868686868685,-116.22727272727272,0.609
35.186868686868685,-116.12121212121212,0.123
35.186868686868685,-116.01515151515152,0.505
35.186868686868685,-115.9090909090909,0.694
35.186868686868685,-115.8030303030303,0.622
35.186868686868685,-115.6969696969697,0.726
35.186868686868685,-115.5909090909091,0.288
35.186868686868685,-115.48484848484848,0.378
35.186868686868685,-115.37878787878788,0.61
35.186868686868685,-115.27272727272727,0.157
35.186868686868685,-115.16666666666667,0.269
35.186868686868685,-115.06060606060606,0.271
35.186868686868685,-114.95454545454545,0.847
35.186868686868685,-114.84848484848484,0.129
35.186868686868685,-114.74242424242425,0.686
35.186868686868685,-114.63636363636364,0.639
35.186868686868685,-114.53030303030303,0.752
35.186868686868685,-114.42424242424242,0.613
35.186868686868685,-114.31818181818181,0.743
35.186868686868685,-114.21212121212122,0.752
35.186868686868685,-114.10606060606061,0.767
35.186868686868685,-114.0,0.818
35.282828282828284,-124.5,0.382
35.282828282828284,-124.39393939393939,0.533
35.282828282828284,-124.28787878787878,0.849
35.282828282828284,-124.18181818181819,0.41
35.282828282828284,-124.07575757575758,0.235
35.282828282828284,-123.96969696969697,0.507
35.282828282828284,-123.86363636363636,0.62
35.282828282828284,-123.75757575757575,0.14
35.282828282828284,-123.65151515151516,0.507
35.282828282828284,-123.54545454545455,0.228
35.282828282828284,-123.43939393939394,0.147
35.282828282828284,-123.33333333333333,0.404
35.282828282828284,-123.22727272727273,0.754
35.282828282828284,-123.12121212121212,0.761
35.282828282828284,-123.01515151515152,0.533
35.282828282828284,-122.9090909090909,0.193
35.282828282828284,-122.8030303030303,0.299
35.282828282828284,-122.6969696969697,0.238
35.282828282828284,-122.5909090909091,0.891
35.282828282828284,-122.48484848484848,0.818
35.282828282828284,-122.37878787878788,0.395
35.282828282828284,-122.27272727272727,0.364
35.282828282828284,-122.16666666666667,0.616
35.282828282828284,-122.06060606060606,0.404
35.282828282828284,-121.95454545454545,0.383
35.282828282828284,-121.84848484848484,0.351
35.282828282828284,-121.74242424242425,0.596
35.282828282828284,-121.63636363636364,0.762
35.282828282828284,-121.53030303030303,0.356
35.282828282828284,-121.42424242424242,0.281
35.282828282828284,-121.31818181818181,0.158
35.282828282828284,-121.21212121212122,0.242
35.282828282828284,-121.10606060606061,0.879
35.282828282828284,-121.0,0.461
35.282828282828284,-120.89393939393939,0.333
35.282828282828284,-120.78787878787878,0.731
35.282828282828284,-120.68181818181819,0.75
35.282828282828284,-120.57575757575758,0.431
35.282828282828284,-120.46969696969697,0.722
35.282828282828284,-120.36363636363636,0.576
35.282828282828284,-120.25757575757575,0.767
35.282828282828284,-120.15151515151516,0.564
35.282828282828284,-120.04545454545455,0.657
35.282828282828284,-119.93939393939394,0.39
35.282828282828284,-119.83333333333333,0.606
35.282828282828284,-119.72727272727273,0.14
35.282828282828284,-119.62121212121212,0.706
35.282828282828284,-119.51515151515152,0.568
35.282828282828284,-119.4090909090909,0.441
35.282828282828284,-119.3030303030303,0.107
35.282828282828284,-119.1969696969697,0.832
35.282828282828284,-119.0909090909091,0.251
35.282828282828284,-118.98484848484848,0.535
35.282828282828284,-118.87878787878788,0.62
35.282828282828284,-118.77272727272727,0.807
35.282828282828284,-118.66666666666667,0.458
35.282828282828284,-118.56060606060606,0.269
35.282828282828284,-118.45454545454545,0.103
35.282828282828284,-118.34848484848484,0.526
35.282828282828284,-118.24242424242425,0.737
35.282828282828284,-118.13636363636364,0.305
35.282828282828284,-118.03030303030303,0.1
35.282828282828284,-117.92424242424242,0.403
35.282828282828284,-117.81818181818181,0.672
35.282828282828284,-117.71212121212122,0.638
35.282828282828284,-117.60606060606061,0.562
35.282828282828284,-117.5,0.824
35.282828282828284,-117.39393939393939,0.578
35.282828282828284,-117.28787878787878,0.228
35.282828282828284,-117.18181818181819,0.412
35.282828282828284,-117.07575757575758,0.513
35.282828282828284,-116.96969696969697,0.275
35.282828282828284,-116.86363636363636,0.686
35.282828282828284,-116.75757575757575,0.361
35.282828282828284,-116.65151515151516,0.738
35.282828282828284,-116.54545454545455,0.156
35.282828282828284,-116.43939393939394,0.135
35.282828282828284,-116.33333333333333,0.117
35.282828282828284,-116.22727272727272,0.256
35.282828282828284,-116.12121212121212,0.562
35.282828282828284,-116.01515151515152,0.67
35.282828282828284,-115.9090909090909,0.655
35.282828282828284,-115.8030303030303,0.844
35.282828282828284,-115.6969696969697,0.52
35.282828282828284,-115.5909090909091,0.221
35.282828282828284,-115.48484848484848,0.399
35.282828282828284,-115.37878787878788,0.79
35.282828282828284,-115.27272727272727,0.492
35.282828282828284,-115.16666666666667,0.21
35.282828282828284,-115.06060606060606,0.209
35.282828282828284,-114.95454545454545,0.881
35.282828282828284,-114.84848484848484,0.14
35.282828282828284,-114.74242424242425,0.244
35.282828282828284,-114.63636363636364,0.118
35.282828282828284,-114.53030303030303,0.764
35.282828282828284,-114.42424242424242,0.651
35.282828282828284,-114.31818181818181,0.889
35.282828282828284,-114.21212121212122,0.743
35.282828282828284,-114.10606060606061,0.589
35.282828282828284,-114.0,0.694
35.378787878787875,-124.5,0.676
35.378787878787875,-124.39393939393939,0.244
35.378787878787875,-124.28787878787878,0.273
35.378787878787875,-124.18181818181819,0.558
35.378787878787875,-124.07575757575758,0.886
35.378787878787875,-123.96969696969697,0.386
35.378787878787875,-123.86363636363636,0.712
35.378787878787875,-123.75757575757575,0.629
35.378787878787875,-123.65151515151516,0.889
35.378787878787875,-123.54545454545455,0.877
35.378787878787875,-123.43939393939394,0.733
35.378787878787875,-123.33333333333333,0.81
35.378787878787875,-123.22727272727273,0.464
35.378787878787875,-123.12121212121212,0.366
35.378787878787875,-123.01515151515152,0.728
35.378787878787875,-122.9090909090909,0.211
35.378787878787875,-122.8030303030303,0.751
35.378787878787875,-122.6969696969697,0.221
35.378787878787875,-122.5909090909091,0.484
35.378787878787875,-122.48484848484848,0.753
35.378787878787875,-122.37878787878788,0.523
35.378787878787875,-122.27272727272727,0.545
35.378787878787875,-122.16666666666667,0.17
35.378787878787875,-122.06060606060606,0.637
35.378787878787875,-121.95454545454545,0.899
35.378787878787875,-121.84848484848484,0.706
35.378787878787875,-121.74242424242425,0.786
35.378787878787875,-121.63636363636364,0.478
35.378787878787875,-121.53030303030303,0.528
35.378787878787875,-121.42424242424242,0.657
35.378787878787875,-121.31818181818181,0.695
35.378787878787875,-121.21212121212122,0.238
35.378787878787875,-121.10606060606061,0.276
35.378787878787875,-121.0,0.266
35.378787878787875,-120.89393939393939,0.57
35.378787878787875,-120.78787878787878,0.148
35.378787878787875,-120.68181818181819,0.469
35.378787878787875,-120.57575757575758,0.535
35.378787878787875,-120.46969696969697,0.46
35.378787878787875,-120.36363636363636,0.451
35.378787878787875,-120.25757575757575,0.328
35.378787878787875,-120.15151515151516,0.739
35.378787878787875,-120.04545454545455,0.597
35.378787878787875,-119.93939393939394,0.734
35.378787878787875,-119.83333333333333,0.243
35.378787878787875,-119.72727272727273,0.59
35.378787878787875,-119.62121212121212,0.168
35.378787878787875,-119.51515151515152,0.79
35.378787878787875,-119.4090909090909,0.467
35.378787878787875,-119.3030303030303,0.766
35.378787878787875,-119.1969696969697,0.317
35.378787878787875,-119.0909090909091,0.473
35.378787878787875,-118.98484848484848,0.386
35.378787878787875,-118.87878787878788,0.714
35.378787878787875,-118.77272727272727,0.623
35.378787878787875,-118.66666666666667,0.169
35.378787878787875,-118.56060606060606,0.823
35.378787878787875,-118.45454545454545,0.203
35.378787878787875,-118.34848484848484,0.545
35.378787878787875,-118.24242424242425,0.698
35.378787878787875,-118.13636363636364,0.621
35.378787878787875,-118.03030303030303,0.612
35.378787878787875,-117.92424242424242,0.823
35.378787878787875,-117.81818181818181,0.841
35.378787878787875,-117.71212121212122,0.283
35.378787878787875,-117.60606060606061,0.591
35.378787878787875,-117.5,0.121
35.378787878787875,-117.39393939393939,0.464
35.378787878787875,-117.28787878787878,0.897
35.378787878787875,-117.18181818181819,0.473
35.378787878787875,-117.07575757575758,0.849
35.378787878787875,-116.96969696969697,0.445
35.378787878787875,-116.86363636363636,0.788
35.378787878787875,-116.75757575757575,0.463
35.378787878787875,-116.65151515151516,0.327
35.378787878787875,-116.54545454545455,0.728
35.378787878787875,-116.43939393939394,0.205
35.378787878787875,-116.33333333333333,0.363
35.378787878787875,-116.22727272727272,0.396
35.378787878787875,-116.12121212121212,0.809
35.378787878787875,-116.01515151515152,0.857
35.378787878787875,-115.9090909090909,0.177
35.378787878787875,-115.8030303030303,0.747
35.378787878787875,-115.6969696969697,0.769
35.378787878787875,-115.5909090909091,0.876
35.378787878787875,-115.48484848484848,0.337
35.378787878787875,-115.37878787878788,0.636
35.378787878787875,-115.27272727272727,0.789
35.378787878787875,-115.16666666666667,0.298
35.378787878787875,-115.06060606060606,0.247
35.378787878787875,-114.95454545454545,0.167
35.378787878787875,-114.84848484848484,0.468
35.378787878787875,-114.74242424242425,0.164
35.378787878787875,-114.63636363636364,0.49
35.378787878787875,-114.53030303030303,0.46
35.378787878787875,-114.42424242424242,0.758
35.378787878787875,-114.31818181818181,0.561
35.378787878787875,-114.21212121212122,0.774
35.378787878787875,-114.10606060606061,0.756
35.378787878787875,-114.0,0.677
35.474747474747474,-124.5,0.233
35.474747474747474,-124.39393939393939,0.787
35.474747474747474,-124.28787878787878,0.424
35.474747474747474,-124.18181818181819,0.12
35.474747474747474,-124.07575757575758,0.116
35.474747474747474,-123.96969696969697,0.527
35.474747474747474,-123.86363636363636,0.782
35.474747474747474,-123.75757575757575,0.631
35.474747474747474,-123.65151515151516,0.678
35.474747474747474,-123.54545454545455,0.449
35.474747474747474,-123.43939393939394,0.233
35.474747474747474,-123.33333333333333,0.57
35.474747474747474,-123.22727272727273,0.553
35.474747474747474,-123.12121212121212,0.611
35.474747474747474,-123.01515151515152,0.367
35.474747474747474,-122.9090909090909,0.396
35.474747474747474,-122.8030303030303,0.847
35.474747474747474,-122.6969696969697,0.69
35.474747474747474,-122.5909090909091,0.663
35.474747474747474,-122.48484848484848,0.896
35.474747474747474,-122.37878787878788,0.437
35.474747474747474,-122.27272727272727,0.801
35.474747474747474,-122.16666666666667,0.346
35.474747474747474,-122.06060606060606,0.493
35.474747474747474,-121.95454545454545,0.696
35.474747474747474,-121.84848484848484,0.668
35.474747474747474,-121.74242424242425,0.253
35.474747474747474,-121.63636363636364,0.836
35.474747474747474,-121.53030303030303,0.269
35.474747474747474,-121.42424242424242,0.68
35.474747474747474,-121.31818181818181,0.661
35.474747474747474,-121.21212121212122,0.859
35.474747474747474,-121.10606060606061,0.247
35.474747474747474,-121.0,0.532
35.474747474747474,-120.89393939393939,0.49
35.474747474747474,-120.78787878787878,0.761
35.474747474747474,-120.68181818181819,0.49
35.474747474747474,-120.57575757575758,0.56
35.474747474747474,-120.46969696969697,0.62
35.474747474747474,-120.36363636363636,0.633
35.474747474747474,-120.25757575757575,0.656
35.474747474747474,-120.15151515151516,0.752
35.474747474747474,-120.04545454545455,0.592
35.474747474747474,-119.93939393939394,0.156
35.474747474747474,-119.83333333333333,0.366
35.474747474747474,-119.72727272727273,0.469
35.474747474747474,-119.62121212121212,0.724
35.474747474747474,-119.51515151515152,0.735
35.474747474747474,-119.4090909090909,0.711
35.474747474747474,-119.3030303030303,0.555
35.474747474747474,-119.1969696969697,0.138
35.474747474747474,-119.0909090909091,0.803
35.474747474747474,-118.98484848484848,0.886
35.474747474747474,-118.87878787878788,0.191
35.474747474747474,-118.77272727272727,0.788
35.474747474747474,-118.66666666666667,0.563
35.474747474747474,-118.56060606060606,0.461
35.474747474747474,-118.45454545454545,0.84
35.474747474747474,-118.34848484848484,0.407
35.474747474747474,-118.24242424242425,0.61
35.474747474747474,-118.13636363636364,0.764
35.474747474747474,-118.03030303030303,0.206
35.474747474747474,-117.92424242424242,0.43
35.474747474747474,-117.81818181818181,0.434
35.474747474747474,-117.71212121212122,0.275
35.474747474747474,-117.60606060606061,0.797
35.474747474747474,-117.5,0.331
35.474747474747474,-117.39393939393939,0.11
35.474747474747474,-117.28787878787878,0.164
35.474747474747474,-117.18181818181819,0.216
35.474747474747474,-117.07575757575758,0.502
35.474747474747474,-116.96969696969697,0.69
35.474747474747474,-116.86363636363636,0.323
35.474747474747474,-116.75757575757575,0.879
35.474747474747474,-116.65151515151516,0.836
35.474747474747474,-116.54545454545455,0.72
35.474747474747474,-116.43939393939394,0.615
35.474747474747474,-116.33333333333333,0.457
